date,points,min_dry,max_dry,min_dew,max_dew,precip,avg_rh,avg_pres,avg_wind_spd,avg_wind_gust
20130617,31,60.0,91.0,21.0,41.0,0,21.612903225806452,851.4036812903225,9.806451612903226,37.0
20130618,30,64.0,93.0,7.0,35.0,0,15.3,847.8050126666669,11.933333333333334,21.6
20130619,30,63.0,92.0,6.0,19.0,0,8.866666666666667,844.633094666667,14.333333333333334,25.0
20130620,29,52.0,90.0,7.0,26.0,0,11.689655172413794,847.0175724137933,7.793103448275862,20.275862068965516
20130621,29,56.0,91.0,10.0,22.0,0,11.068965517241379,847.6481331034486,8.448275862068966,20.137931034482758
20130622,30,60.0,90.0,15.0,24.0,0,13.266666666666667,847.692123,9.8,21.9
20130623,29,57.0,91.0,13.0,24.0,0,13.689655172413794,847.2160865517243,7.206896551724138,22.620689655172413
20130624,30,65.0,87.0,13.0,29.0,0,12.366666666666667,846.3375673333335,12.366666666666667,23.866666666666667
20130625,29,60.0,88.0,25.0,35.0,0,19.93103448275862,850.6608620689655,6.551724137931035,20.689655172413794
20130626,29,60.0,96.0,26.0,37.0,0,19.862068965517242,853.4166796551723,7.655172413793103,16.379310344827587
20130627,29,64.0,101.0,28.0,39.0,0,17.586206896551722,855.6937368965515,7.275862068965517,16.413793103448278
20130628,29,67.0,103.0,25.0,39.0,0,18.103448275862068,855.1799472413791,9.793103448275861,21.275862068965516
20130629,31,69.0,100.0,32.0,42.0,0,19.93548387096774,853.2279819354839,10.387096774193548,27.70967741935484
20130630,32,64.0,96.0,30.0,46.0,0,24.46875,852.7667793750002,8.8125,31.34375
20130701,30,69.0,97.0,29.0,47.0,0,21.2,853.900516,10.8,21.9
20130702,28,71.0,96.0,28.0,44.0,0,19.178571428571427,852.8378260714286,9.642857142857142,19.714285714285715
20130703,29,66.0,95.0,33.0,45.0,0,23.448275862068964,851.1396275862066,8.620689655172415,23.724137931034484
20130704,29,70.0,92.0,39.0,48.0,0,27.586206896551722,849.3296634482762,5.379310344827586,18.0
20130705,29,70.0,95.0,39.0,51.0,0,27.75862068965517,847.6831779310348,7.793103448275862,23.517241379310345
20130706,29,72.0,93.0,41.0,50.0,0,29.586206896551722,850.2404913793104,7.0344827586206895,33.58620689655172
20130707,33,63.0,93.0,43.0,63.0,1,45.63636363636363,851.9948863636362,5.333333333333333,24.666666666666668
20130708,29,61.0,95.0,33.0,59.0,0,40.724137931034484,854.2107327586205,5.137931034482759,19.551724137931036
20130709,29,67.0,97.0,31.0,45.0,0,22.862068965517242,854.7712524137931,5.620689655172414,16.0
20130710,29,69.0,99.0,22.0,43.0,0,18.24137931034483,852.260642413793,7.068965517241379,17.79310344827586
20130711,32,65.0,97.0,27.0,63.0,1,37.59375,851.1159196875,11.8125,24.46875
20130712,31,64.0,91.0,48.0,61.0,1,55.483870967741936,851.9935777419354,11.35483870967742,26.161290322580644
20130713,32,66.0,91.0,47.0,61.0,1,46.25,853.5816228125,7.6875,16.0
20130714,29,70.0,92.0,41.0,56.0,0,35.758620689655174,853.5451396551723,10.379310344827585,19.724137931034484
20130715,36,69.0,96.0,41.0,61.0,1,44.80555555555556,851.2252716666667,12.833333333333334,22.88888888888889
20130716,30,65.0,90.0,51.0,64.0,1,51.06666666666667,853.0313336666665,10.1,23.333333333333332
20130717,36,64.0,90.0,53.0,66.0,1,57.97222222222222,855.8439272222221,7.694444444444445,33.77777777777778
20130718,39,63.0,93.0,50.0,63.0,1,63.8974358974359,855.8099158974359,12.948717948717949,28.128205128205128
20130719,33,63.0,92.0,39.0,61.0,0,49.24242424242424,852.867157878788,10.272727272727273,41.90909090909091
20130720,29,67.0,94.0,37.0,55.0,0,34.37931034482759,850.3455900000001,7.655172413793103,23.0
20130721,29,65.0,98.0,24.0,48.0,0,26.448275862068964,849.4814668965519,4.931034482758621,23.0
20130722,29,72.0,98.0,26.0,47.0,0,23.275862068965516,850.9177689655173,7.0344827586206895,23.0
20130723,29,63.0,98.0,21.0,40.0,0,19.82758620689655,852.0271044827585,6.758620689655173,23.0
20130724,29,71.0,88.0,40.0,48.0,0,28.896551724137932,853.2882389655174,10.275862068965518,21.862068965517242
20130725,31,64.0,93.0,42.0,52.0,0,31.193548387096776,853.7632358064512,8.290322580645162,23.258064516129032
20130726,29,67.0,96.0,37.0,50.0,0,27.689655172413794,854.7712513793102,5.310344827586207,33.0
20130727,33,63.0,90.0,38.0,62.0,1,49.0,852.5182433333334,10.424242424242424,28.757575757575758
20130728,40,61.0,81.0,52.0,63.0,1,78.15,851.3974015,9.625,24.95
20130729,30,59.0,80.0,44.0,60.0,1,66.9,854.8035493333334,8.433333333333334,29.133333333333333
20130730,29,59.0,88.0,38.0,54.0,0,45.310344827586206,858.2510524137931,6.517241379310345,30.0
20130731,29,66.0,93.0,36.0,47.0,0,31.0,856.6979786206895,8.03448275862069,30.0
20130801,31,61.0,76.0,43.0,62.0,1,68.80645161290323,855.4564270967741,12.774193548387096,31.93548387096774
20130802,29,61.0,87.0,51.0,59.0,0,57.793103448275865,853.6619020689657,8.137931034482758,16.896551724137932
20130803,33,66.0,88.0,46.0,57.0,0,47.63636363636363,854.6116606060605,8.636363636363637,34.09090909090909
20130804,31,63.0,86.0,44.0,54.0,0,44.70967741935484,855.3144264516128,13.03225806451613,24.451612903225808
20130805,29,65.0,87.0,45.0,57.0,0,43.724137931034484,854.1757131034484,7.172413793103448,19.724137931034484
20130806,33,63.0,88.0,42.0,57.0,1,46.75757575757576,853.1647421212118,11.727272727272727,32.60606060606061
20130807,29,62.0,83.0,36.0,54.0,0,50.10344827586207,853.1714720689655,9.448275862068966,27.482758620689655
20130808,31,61.0,85.0,36.0,51.0,1,46.25806451612903,853.5447545161289,6.774193548387097,26.451612903225808
20130809,32,56.0,86.0,35.0,54.0,1,47.34375,854.8303678124998,10.1875,27.09375
20130810,30,56.0,81.0,39.0,54.0,0,53.03333333333333,858.1560736666667,13.2,24.766666666666666
20130811,29,55.0,84.0,38.0,51.0,0,43.6551724137931,856.6863072413792,7.0344827586206895,29.0
20130812,31,57.0,84.0,39.0,45.0,0,37.83870967741935,855.9370854838709,8.548387096774194,26.29032258064516
20130813,30,58.0,89.0,34.0,47.0,0,35.13333333333333,855.8533263333331,8.266666666666667,18.033333333333335
20130814,29,59.0,91.0,24.0,43.0,0,26.586206896551722,855.1565910344827,7.620689655172414,18.275862068965516
20130815,29,58.0,93.0,20.0,38.0,0,21.344827586206897,854.7128593103447,7.9655172413793105,18.655172413793103
20130816,29,59.0,95.0,21.0,36.0,0,20.20689655172414,854.8763410344828,6.724137931034483,21.0
20130817,29,62.0,93.0,32.0,45.0,0,25.482758620689655,854.6311168965516,8.344827586206897,19.413793103448278
20130818,29,63.0,93.0,39.0,46.0,0,31.344827586206897,854.9113724137932,7.448275862068965,18.896551724137932
20130819,30,65.0,97.0,36.0,47.0,0,29.6,853.7989293333333,9.233333333333333,23.933333333333334
20130820,29,69.0,87.0,43.0,50.0,0,33.172413793103445,853.4283675862068,9.482758620689655,27.20689655172414
20130821,29,59.0,92.0,35.0,50.0,0,36.206896551724135,854.490995862069,6.896551724137931,21.310344827586206
20130822,29,68.0,87.0,45.0,51.0,0,37.275862068965516,854.6544772413791,6.344827586206897,16.0
20130823,36,63.0,87.0,48.0,62.0,1,57.30555555555556,852.4293230555554,9.722222222222221,20.47222222222222
20130824,29,60.0,84.0,43.0,57.0,0,52.172413793103445,854.2107455172412,6.517241379310345,19.620689655172413
20130825,35,60.0,69.0,55.0,64.0,1,91.17142857142858,858.0722257142858,5.685714285714286,17.0
20130826,31,61.0,78.0,59.0,64.0,1,82.16129032258064,857.7722983870965,5.548387096774194,17.0
20130827,29,60.0,82.0,57.0,62.0,0,70.89655172413794,855.7637972413792,3.1724137931034484,17.0
20130828,29,59.0,89.0,45.0,60.0,0,53.03448275862069,854.8997034482758,5.758620689655173,19.482758620689655
20130829,29,63.0,93.0,42.0,53.0,0,39.55172413793103,856.0090317241378,7.9655172413793105,23.0
20130830,30,67.0,93.0,43.0,54.0,0,36.666666666666664,855.2099269999998,8.8,25.766666666666666
20130831,29,70.0,91.0,47.0,55.0,0,39.41379310344828,853.4867562068965,9.275862068965518,31.275862068965516
20130901,32,67.0,89.0,50.0,55.0,0,42.8125,852.8725974999999,6.75,16.0
20130902,33,68.0,90.0,50.0,54.0,0,40.878787878787875,853.9035909090908,8.454545454545455,19.393939393939394
20130903,29,63.0,91.0,46.0,52.0,0,38.793103448275865,854.8763427586207,5.137931034482759,23.0
20130904,29,69.0,94.0,39.0,53.0,0,34.793103448275865,855.6470427586207,7.310344827586207,23.0
20130905,29,72.0,92.0,46.0,52.0,0,34.03448275862069,855.7054289655171,9.413793103448276,22.17241379310345
20130906,29,67.0,94.0,40.0,56.0,0,35.206896551724135,854.7829193103447,7.620689655172414,17.0
20130907,34,65.0,93.0,37.0,54.0,1,32.85294117647059,852.6329373529412,8.588235294117647,18.205882352941178
20130908,33,63.0,82.0,49.0,63.0,1,64.15151515151516,852.0975166666666,5.848484848484849,23.424242424242426
20130909,40,55.0,63.0,55.0,63.0,1,97.125,852.0577430000001,5.05,32.35
20130910,35,59.0,63.0,58.0,61.0,1,96.17142857142858,852.9636194285713,4.714285714285714,34.0
20130911,29,61.0,73.0,57.0,62.0,1,83.27586206896552,854.6194351724137,4.0,34.0
20130912,29,60.0,77.0,54.0,62.0,0,70.93103448275862,854.2457651724136,7.896551724137931,32.86206896551724
20130913,34,54.0,78.0,49.0,59.0,1,73.32352941176471,850.4716394117652,9.264705882352942,28.0
20130914,32,57.0,68.0,52.0,60.0,1,83.125,850.8301821875001,8.15625,28.0
20130915,29,55.0,75.0,51.0,58.0,0,70.89655172413794,853.626870689655,4.793103448275862,28.0
20130916,29,55.0,79.0,50.0,59.0,0,63.44827586206897,854.3975848275861,6.620689655172414,28.0
20130917,32,57.0,74.0,48.0,61.0,1,65.8125,849.9835853125,9.59375,25.0
20130918,32,59.0,80.0,43.0,59.0,1,60.09375,847.422629375,10.46875,26.03125
20130919,29,50.0,74.0,25.0,52.0,0,45.41379310344828,852.7744362068964,5.0344827586206895,23.0
20130920,29,47.0,79.0,28.0,44.0,0,39.62068965517241,853.3115848275862,6.517241379310345,23.0
20130921,29,59.0,83.0,36.0,49.0,0,35.6551724137931,848.7574668965519,11.413793103448276,23.724137931034484
20130922,36,48.0,70.0,45.0,54.0,1,73.36111111111111,844.3301880555558,12.472222222222221,25.055555555555557
20130923,33,46.0,66.0,35.0,49.0,0,75.27272727272727,851.8512363636363,3.5757575757575757,20.0
20130924,29,45.0,73.0,33.0,49.0,0,54.310344827586206,852.6810286206895,10.0,20.0
20130925,29,55.0,79.0,25.0,36.0,0,27.379310344827587,841.1789631034482,15.793103448275861,26.24137931034483
20130926,29,53.0,78.0,22.0,48.0,1,27.0,841.2840668965518,17.82758620689655,28.137931034482758
20130927,30,39.0,60.0,31.0,48.0,1,71.53333333333333,850.130338,7.5,21.0
20130928,29,35.0,60.0,26.0,38.0,0,63.3448275862069,858.3561486206895,3.689655172413793,16.0
20130929,29,36.0,69.0,29.0,40.0,0,54.41379310344828,855.3667810344825,4.758620689655173,16.0
20130930,29,49.0,75.0,29.0,38.0,0,40.206896551724135,851.0462086206898,7.448275862068965,16.0
20131001,29,47.0,76.0,30.0,40.0,0,38.62068965517241,850.7309251724141,7.068965517241379,16.0
20131002,29,48.0,75.0,27.0,36.0,0,34.10344827586207,848.8625765517243,8.448275862068966,21.82758620689655
20131003,42,31.0,72.0,28.0,43.0,1,62.785714285714285,847.0325897619048,13.214285714285714,23.333333333333332
20131004,42,32.0,46.0,25.0,37.0,1,85.11904761904762,856.2484061904761,4.809523809523809,16.0
20131005,29,34.0,52.0,27.0,38.0,0,66.44827586206897,862.7467775862068,2.8275862068965516,16.0
20131006,29,33.0,61.0,29.0,42.0,0,62.41379310344828,861.7308565517241,5.344827586206897,16.0
20131007,29,38.0,66.0,34.0,42.0,0,59.689655172413794,855.7754841379309,5.0344827586206895,16.0
20131008,29,43.0,71.0,27.0,40.0,0,45.62068965517241,847.4029313793108,6.379310344827586,19.379310344827587
20131009,29,52.0,68.0,24.0,44.0,1,36.275862068965516,845.3477424137934,10.724137931034482,23.82758620689655
20131010,37,43.0,56.0,40.0,46.0,1,87.4054054054054,845.1328159459463,9.513513513513514,24.62162162162162
20131011,29,43.0,58.0,39.0,44.0,0,78.65517241379311,851.3147913793101,4.344827586206897,29.0
20131012,28,41.0,62.0,34.0,43.0,0,68.57142857142857,853.0917960714283,8.714285714285714,29.0
20131013,33,42.0,71.0,33.0,45.0,1,59.39393939393939,849.3268390909091,9.363636363636363,25.87878787878788
20131014,32,42.0,51.0,36.0,43.0,1,81.0,853.0736812499997,5.90625,16.0
20131015,29,36.0,51.0,29.0,40.0,0,68.65517241379311,855.2500144827585,4.793103448275862,18.482758620689655
20131016,29,30.0,52.0,20.0,34.0,0,63.58620689655172,856.1374913793103,3.103448275862069,22.0
20131017,29,30.0,56.0,24.0,33.0,0,60.0,853.3933406896551,3.9655172413793105,22.0
20131018,29,35.0,53.0,19.0,33.0,0,51.758620689655174,856.406061724138,5.448275862068965,25.517241379310345
20131019,29,31.0,57.0,22.0,29.0,0,54.89655172413793,856.2192168965516,5.344827586206897,28.0
20131020,29,33.0,57.0,24.0,33.0,0,56.86206896551724,851.957046551724,3.0344827586206895,28.0
20131021,29,32.0,61.0,25.0,32.0,0,57.3448275862069,856.3243162068964,3.1724137931034484,28.0
20131022,29,34.0,63.0,25.0,32.0,0,51.93103448275862,858.0291917241376,6.103448275862069,28.0
20131023,28,35.0,65.0,28.0,32.0,0,52.25,856.1879349999999,5.678571428571429,28.0
20131024,29,35.0,66.0,28.0,35.0,0,49.310344827586206,856.020714137931,4.620689655172414,28.0
20131025,29,40.0,64.0,30.0,36.0,0,53.793103448275865,857.1533934482758,3.2758620689655173,28.0
20131026,29,38.0,67.0,30.0,35.0,0,52.93103448275862,858.834915862069,6.137931034482759,28.0
20131027,29,37.0,64.0,29.0,34.0,0,49.48275862068966,850.7542841379313,6.655172413793103,28.0
20131028,30,47.0,68.0,17.0,32.0,0,29.7,843.2672406666667,15.833333333333334,28.033333333333335
20131029,43,37.0,58.0,24.0,41.0,1,81.3953488372093,847.5501069767442,9.883720930232558,30.046511627906977
20131030,38,35.0,45.0,34.0,38.0,1,88.28947368421052,850.1707331578948,4.7368421052631575,28.894736842105264
20131031,31,35.0,47.0,31.0,38.0,0,83.6774193548387,853.9052348387094,3.0,28.0
20131101,29,31.0,55.0,29.0,38.0,0,72.51724137931035,858.4262210344826,2.6206896551724137,28.0
20131102,29,32.0,54.0,27.0,35.0,0,67.41379310344827,854.7478920689658,5.793103448275862,28.0
20131103,28,32.0,60.0,15.0,37.0,0,56.57142857142857,845.6659467857143,6.75,24.071428571428573
20131104,34,27.0,42.0,15.0,31.0,1,69.20588235294117,849.8441655882352,4.705882352941177,16.0
20131105,37,26.0,41.0,11.0,31.0,1,72.78378378378379,855.246227027027,4.837837837837838,17.89189189189189
20131106,29,23.0,44.0,13.0,21.0,0,56.89655172413793,863.5875299999998,6.0344827586206895,21.0
20131107,29,26.0,51.0,20.0,30.0,0,59.13793103448276,861.7191765517239,3.9655172413793105,21.0
20131108,29,29.0,57.0,23.0,28.0,0,57.96551724137931,854.432616551724,4.517241379310345,21.0
20131109,29,28.0,57.0,24.0,30.0,0,57.172413793103445,856.8848241379312,3.586206896551724,21.0
20131110,29,30.0,59.0,23.0,28.0,0,53.172413793103445,859.4070958620689,4.758620689655173,21.0
20131111,29,30.0,60.0,23.0,28.0,0,51.89655172413793,861.8476251724137,5.068965517241379,21.0
20131112,29,32.0,62.0,24.0,29.0,0,50.793103448275865,864.6034362068966,6.0,21.0
20131113,29,29.0,52.0,22.0,30.0,0,56.48275862068966,859.3253544827587,2.0344827586206895,21.0
20131114,29,30.0,56.0,22.0,30.0,0,55.48275862068966,851.9220017241379,4.206896551724138,21.0
20131115,31,27.0,57.0,20.0,35.0,0,55.645161290322584,841.5503790322579,7.838709677419355,21.322580645161292
20131116,31,30.0,47.0,26.0,36.0,1,80.96774193548387,839.9227341935486,6.0,21.0
20131117,29,31.0,53.0,27.0,35.0,0,71.41379310344827,851.5016182758619,3.7586206896551726,21.0
20131118,29,31.0,54.0,25.0,29.0,0,62.96551724137931,856.4527579310343,5.172413793103448,21.0
20131119,29,31.0,46.0,25.0,34.0,0,68.06896551724138,850.1937686206899,4.793103448275862,21.0
20131120,33,30.0,48.0,29.0,39.0,1,84.18181818181819,848.0646396969702,2.1515151515151514,21.0
20131121,51,33.0,47.0,20.0,42.0,1,90.74509803921569,850.7073596078432,3.843137254901961,21.54901960784314
20131122,48,30.0,37.0,20.0,31.0,1,86.66666666666667,858.6400610416669,2.1875,28.0
20131123,49,30.0,36.0,30.0,33.0,1,97.3061224489796,857.8690612244894,2.7142857142857144,28.0
20131124,66,30.0,38.0,30.0,36.0,0,96.51515151515152,854.5039148484846,4.287878787878788,28.0
20131125,44,28.0,45.0,28.0,34.0,0,90.3409090909091,857.5875829545454,4.840909090909091,28.0
20131126,29,28.0,46.0,24.0,33.0,0,77.37931034482759,862.4431610344825,6.068965517241379,28.0
20131127,29,26.0,43.0,24.0,33.0,0,82.48275862068965,859.2085793103446,2.9310344827586206,28.0
20131128,38,28.0,38.0,28.0,32.0,0,89.36842105263158,858.0129013157892,4.7368421052631575,28.0
20131129,40,30.0,36.0,28.0,31.0,0,87.15,861.3787882499998,2.8,28.0
20131130,29,33.0,37.0,28.0,30.0,0,79.65517241379311,861.8826586206897,4.241379310344827,28.0
20131201,31,32.0,36.0,28.0,31.0,0,81.12903225806451,860.8965138709676,5.064516129032258,28.0
20131202,45,30.0,34.0,28.0,31.0,0,91.97777777777777,853.1291691111109,2.5555555555555554,28.0
20131203,44,28.0,38.0,27.0,35.0,1,89.61363636363636,837.7617852272729,8.113636363636363,18.431818181818183
20131204,49,-7.0,28.0,-10.0,28.0,1,85.63265306122449,842.8168781632655,4.224489795918367,25.0
20131205,32,-9.0,12.0,-13.0,3.0,0,79.3125,850.0894256250001,1.15625,25.0
20131206,29,-7.0,14.0,-9.0,6.0,0,82.75862068965517,853.3115831034482,1.4827586206896552,25.0
20131207,44,9.0,22.0,5.0,20.0,1,90.79545454545455,843.5648306818181,1.9318181818181819,25.0
20131208,47,-2.0,21.0,-6.0,19.0,1,84.1063829787234,846.0135793617023,10.893617021276595,25.0
20131209,29,-8.0,15.0,-12.0,5.0,0,79.44827586206897,860.5281055172416,3.103448275862069,25.0
20131210,29,-10.0,11.0,-13.0,5.0,0,76.79310344827586,863.3539844827586,3.9655172413793105,25.0
20131211,29,-4.0,15.0,-7.0,8.0,0,81.79310344827586,865.479224827586,3.1724137931034484,25.0
20131212,29,-2.0,19.0,-5.0,11.0,0,85.03448275862068,862.8985696551724,4.0344827586206895,25.0
20131213,29,-6.0,14.0,-8.0,10.0,0,87.27586206896552,856.2659286206895,2.7586206896551726,25.0
20131214,31,0.0,24.0,-3.0,16.0,0,87.3225806451613,864.2391922580645,2.7419354838709675,25.0
20131215,29,5.0,25.0,3.0,20.0,0,86.86206896551724,865.0938872413791,4.0,25.0
20131216,29,4.0,28.0,3.0,21.0,0,88.41379310344827,864.9771172413795,3.0,25.0
20131217,32,3.0,28.0,2.0,23.0,0,89.0625,864.2699187499998,3.1875,25.0
20131218,36,5.0,25.0,4.0,22.0,0,91.88888888888889,855.1572463888889,2.388888888888889,25.0
20131219,30,16.0,32.0,14.0,25.0,0,87.36666666666666,843.402694,3.6333333333333333,25.0
20131220,41,17.0,30.0,16.0,27.0,0,92.95121951219512,843.7063617073171,3.5365853658536586,25.0
20131221,43,9.0,27.0,8.0,25.0,1,91.32558139534883,843.6045816279071,3.2093023255813953,25.0
20131222,75,3.0,25.0,0.0,21.0,0,90.84,854.4987759999997,2.6933333333333334,25.0
20131223,29,8.0,29.0,7.0,24.0,0,86.58620689655173,863.1554803448274,3.413793103448276,25.0
20131224,31,11.0,29.0,9.0,23.0,0,88.61290322580645,861.1149758064514,2.4838709677419355,25.0
20131225,29,9.0,30.0,5.0,18.0,0,75.13793103448276,864.9771217241376,4.896551724137931,25.0
20131226,29,7.0,31.0,3.0,19.0,0,76.82758620689656,864.007906551724,3.8275862068965516,25.0
20131227,29,8.0,31.0,5.0,23.0,0,82.44827586206897,861.835956551724,4.137931034482759,25.0
20131228,29,10.0,24.0,8.0,20.0,0,88.37931034482759,854.1289913793102,4.0,25.0
20131229,29,10.0,34.0,8.0,20.0,0,77.0,857.1300331034481,3.5517241379310347,25.0
20131230,29,11.0,33.0,8.0,23.0,0,81.51724137931035,860.4697155172412,4.0344827586206895,25.0
20131231,29,17.0,30.0,14.0,23.0,0,80.58620689655173,858.4378920689653,2.896551724137931,25.0
20140101,29,16.0,35.0,12.0,24.0,0,79.82758620689656,859.0801372413791,4.0,25.0
20140102,29,9.0,36.0,7.0,22.0,0,79.41379310344827,860.4697296551724,3.0689655172413794,25.0
20140103,29,8.0,27.0,6.0,20.0,0,81.62068965517241,852.0971644827588,3.0,25.0
20140104,34,10.0,29.0,5.0,23.0,1,78.82352941176471,848.8979599999997,5.764705882352941,26.235294117647058
20140105,29,2.0,26.0,0.0,12.0,0,72.17241379310344,858.8933068965514,4.068965517241379,28.0
20140106,29,3.0,25.0,-3.0,12.0,0,67.20689655172414,863.5875275862069,6.793103448275862,28.0
20140107,29,7.0,23.0,2.0,17.0,0,73.20689655172414,857.4453303448274,3.3793103448275863,28.0
20140108,32,19.0,33.0,15.0,23.0,0,78.21875,854.2271556249998,3.4375,28.0
20140109,36,16.0,29.0,14.0,27.0,0,92.02777777777777,850.6232436111109,3.4444444444444446,28.0
20140110,29,11.0,31.0,9.0,24.0,0,84.75862068965517,851.3965368965517,3.7586206896551726,28.0
20140111,29,14.0,33.0,13.0,26.0,0,83.0,853.8020286206896,3.5172413793103448,28.0
20140112,34,19.0,38.0,10.0,27.0,1,76.6470588235294,849.7744211764704,8.941176470588236,28.176470588235293
20140113,29,13.0,32.0,7.0,22.0,0,71.48275862068965,860.3179203448276,4.551724137931035,28.0
20140114,29,12.0,32.0,9.0,24.0,0,77.89655172413794,864.299843103448,4.620689655172414,28.0
20140115,29,13.0,36.0,10.0,24.0,0,76.34482758620689,863.0970965517242,3.793103448275862,28.0
20140116,29,14.0,38.0,11.0,25.0,0,75.58620689655173,861.392218275862,5.0344827586206895,28.0
20140117,29,16.0,37.0,11.0,24.0,0,73.10344827586206,859.7690951724137,3.6206896551724137,28.0
20140118,29,17.0,42.0,11.0,24.0,0,67.86206896551724,860.224505172414,5.448275862068965,28.0
20140119,29,14.0,36.0,11.0,26.0,0,75.27586206896552,859.6056131034481,4.137931034482759,28.0
20140120,29,16.0,40.0,13.0,26.0,0,74.24137931034483,861.5790510344824,4.724137931034483,28.0
20140121,28,18.0,37.0,12.0,24.0,0,70.46428571428571,863.0211849999998,4.642857142857143,28.0
20140122,29,16.0,37.0,10.0,21.0,0,67.06896551724138,853.9188148275862,4.655172413793103,28.0
20140123,29,17.0,40.0,8.0,24.0,0,69.17241379310344,859.0100634482754,3.8275862068965516,28.0
20140124,29,13.0,35.0,8.0,21.0,0,66.93103448275862,865.724457241379,4.482758620689655,28.0
20140125,29,17.0,34.0,10.0,23.0,0,73.13793103448276,859.6873437931034,4.068965517241379,28.0
20140126,29,16.0,36.0,12.0,24.0,0,72.48275862068965,853.1714524137931,4.137931034482759,28.0
20140127,29,16.0,37.0,13.0,24.0,0,71.41379310344827,850.6258344827586,2.8275862068965516,28.0
20140128,29,23.0,39.0,-7.0,22.0,0,42.758620689655174,857.1650737931033,5.413793103448276,32.13793103448276
20140129,29,17.0,37.0,7.0,25.0,0,60.310344827586206,851.8753058620691,3.4482758620689653,33.0
20140130,70,30.0,35.0,21.0,32.0,1,93.4,842.1513509999995,2.6142857142857143,33.0
20140131,77,27.0,32.0,26.0,31.0,1,97.81818181818181,842.1992948051944,4.7272727272727275,33.0
20140201,34,11.0,30.0,8.0,27.0,0,84.97058823529412,847.7824355882353,5.235294117647059,33.0
20140202,29,7.0,27.0,2.0,16.0,0,76.0,851.8285896551727,7.103448275862069,33.0
20140203,45,20.0,30.0,16.0,25.0,1,88.46666666666667,846.5821633333334,1.0444444444444445,33.0
20140204,71,11.0,33.0,5.0,27.0,1,91.26760563380282,845.896062253521,1.8450704225352113,33.0
20140205,29,8.0,28.0,3.0,15.0,0,73.93103448275862,852.902882413793,4.206896551724138,33.0
20140206,29,6.0,31.0,3.0,22.0,0,76.13793103448276,848.7574917241383,3.310344827586207,33.0
20140207,30,26.0,38.0,21.0,29.0,0,83.73333333333333,847.8501633333333,3.533333333333333,33.0
20140208,29,26.0,42.0,23.0,31.0,0,80.48275862068965,851.1162637931034,2.8275862068965516,33.0
20140209,32,28.0,38.0,26.0,35.0,1,91.25,851.0841684374998,4.125,33.0
20140210,54,30.0,40.0,28.0,36.0,1,95.94444444444444,851.4761000000003,4.203703703703703,33.0
20140211,33,26.0,42.0,21.0,32.0,0,77.51515151515152,855.2684160606059,4.515151515151516,33.0
20140212,29,26.0,42.0,22.0,32.0,0,76.48275862068965,855.3434279310343,7.551724137931035,33.0
20140213,28,29.0,47.0,27.0,36.0,0,78.64285714285714,852.5596703571426,2.7142857142857144,33.0
20140214,29,31.0,50.0,29.0,38.0,0,76.89655172413794,853.2882431034483,4.517241379310345,33.0
20140215,28,32.0,49.0,30.0,40.0,0,81.67857142857143,852.3661521428572,2.7142857142857144,33.0
20140216,29,35.0,62.0,18.0,36.0,0,59.58620689655172,849.855130689655,10.413793103448276,32.241379310344826
20140217,29,32.0,53.0,18.0,34.0,0,53.55172413793103,854.572728275862,8.758620689655173,31.0
20140218,29,28.0,55.0,23.0,36.0,0,63.41379310344828,851.3264879310344,3.6206896551724137,31.0
20140219,34,29.0,52.0,14.0,37.0,1,69.44117647058823,844.8442388235295,8.911764705882353,28.441176470588236
20140220,29,24.0,39.0,5.0,17.0,0,47.51724137931034,854.4559537931033,8.96551724137931,22.93103448275862
20140221,29,26.0,50.0,13.0,25.0,0,48.827586206896555,851.3147848275862,6.793103448275862,26.275862068965516
20140222,29,26.0,54.0,13.0,22.0,0,48.58620689655172,848.6523789655175,7.586206896551724,27.482758620689655
20140223,29,29.0,56.0,15.0,25.0,0,48.48275862068966,851.8519437931034,5.379310344827586,24.0
20140224,29,28.0,58.0,18.0,30.0,0,51.6551724137931,852.4708162068964,4.068965517241379,24.0
20140225,29,30.0,60.0,17.0,29.0,0,47.275862068965516,850.5440879310345,4.724137931034483,24.0
20140226,29,29.0,58.0,25.0,30.0,0,52.96551724137931,850.2404889655171,4.862068965517241,24.0
20140227,31,36.0,52.0,27.0,41.0,1,70.96774193548387,843.7351406451613,8.96774193548387,23.451612903225808
20140228,29,33.0,52.0,28.0,36.0,0,66.3103448275862,845.452829310345,8.344827586206897,23.275862068965516
20140301,31,38.0,57.0,24.0,39.0,1,65.83870967741936,843.3746567741937,11.903225806451612,22.903225806451612
20140302,29,34.0,55.0,24.0,37.0,0,66.13793103448276,850.1237251724137,6.0,21.517241379310345
20140303,29,35.0,56.0,26.0,30.0,0,56.41379310344828,852.8912041379309,7.068965517241379,24.0
20140304,30,34.0,54.0,27.0,40.0,0,61.6,850.1416233333333,11.233333333333333,24.0
20140305,29,28.0,54.0,21.0,30.0,0,59.275862068965516,855.8338710344826,4.931034482758621,24.0
20140306,29,34.0,60.0,20.0,31.0,0,47.10344827586207,851.4782762068968,10.517241379310345,24.0
20140307,34,35.0,51.0,25.0,39.0,1,61.205882352941174,850.0035161764705,9.529411764705882,20.11764705882353
20140308,29,31.0,55.0,19.0,29.0,0,53.51724137931034,859.2436165517238,5.206896551724138,18.517241379310345
